alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
marufuku-ramen-sf-san-francisco,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 37.785014, 'longitude': -122.431842}",(415) 872-9786,2710.1678399585257,HHtpR0RslupSQ99GIIwW5A,https://s3-media3.fl.yelpcdn.com/bphoto/WiaA3cGOciKGU1099ViqeQ/o.jpg,False,"{'address1': '1581 Webster St', 'address2': 'Ste 235', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1581 Webster St', 'Ste 235', 'San Francisco, CA 94115']}",Marufuku Ramen SF,+14158729786,$$,4.5,2961,"['pickup', 'delivery']",https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
jordans-kitchen-san-francisco,"[{'alias': 'cookingclasses', 'title': 'Cooking Classes'}, {'alias': 'teambuilding', 'title': 'Team Building Activities'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 37.7714538574219, 'longitude': -122.410682678223}",(415) 872-9160,2545.4858564855053,zWSf5FEWPQKhTI9d40-uMA,https://s3-media1.fl.yelpcdn.com/bphoto/36KKEaNSWk0uiTZvzslSKA/o.jpg,False,"{'address1': '413 10th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['413 10th St', 'San Francisco, CA 94103']}",Jordan's Kitchen,+14158729160,$$$,5.0,258,[],https://www.yelp.com/biz/jordans-kitchen-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
beit-rima-san-francisco-3,"[{'alias': 'arabian', 'title': 'Arabian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]","{'latitude': 37.76872, 'longitude': -122.42943}",(415) 703-0270,1073.1993439779797,BjlVE7tTp1UCEttgkM1Big,https://s3-media1.fl.yelpcdn.com/bphoto/7j77HFHqc-mJkfdFK2T94g/o.jpg,False,"{'address1': '138 Church St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['138 Church St', 'San Francisco, CA 94114']}",Beit Rima,+14157030270,$$,4.5,322,['delivery'],https://www.yelp.com/biz/beit-rima-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
the-bird-san-francisco,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 37.78724, 'longitude': -122.39995}",(415) 872-9825,4334.402024411518,WOVHQYzSAdyXYOiYDTmujQ,https://s3-media4.fl.yelpcdn.com/bphoto/2F4-7ng-LIJiiHMb6evqDA/o.jpg,False,"{'address1': '115 New Montgomery St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['115 New Montgomery St', 'San Francisco, CA 94105']}",The Bird,+14158729825,$,4.0,1774,['delivery'],https://www.yelp.com/biz/the-bird-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
tuba-authentic-turkish-restaurant-san-francisco,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}]","{'latitude': 37.754898, 'longitude': -122.422906}",(415) 826-8822,1361.904040975519,bH8FgQYhxkj5qQ4wL7vPFA,https://s3-media1.fl.yelpcdn.com/bphoto/xLnGt1Xzex00DtcVS1mqBA/o.jpg,False,"{'address1': '1007 Guerrero St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1007 Guerrero St', 'San Francisco, CA 94110']}",Tuba Authentic Turkish Restaurant,+14158268822,$$,4.5,1027,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/tuba-authentic-turkish-restaurant-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
daeho-kalbijjim-and-beef-soup-san-francisco-9,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 37.78601, 'longitude': -122.42858}",(415) 563-1388,2867.8335670207744,dY0Mc_PHH6nLENvWmVtwxQ,https://s3-media2.fl.yelpcdn.com/bphoto/LaFYy38ZDs39NsqIm6Wz4g/o.jpg,False,"{'address1': '1620 Post St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1620 Post St', 'San Francisco, CA 94115']}",Daeho Kalbijjim & Beef Soup,+14155631388,$$,4.5,767,"['pickup', 'delivery']",https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
gary-danko-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 37.80587, 'longitude': -122.42058}",(415) 749-2060,5191.341803207417,WavvLdfdP6g8aZTtbBQHTw,https://s3-media3.fl.yelpcdn.com/bphoto/CAprIoeKQAYV9oUw9xBbmA/o.jpg,False,"{'address1': '800 N Point St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['800 N Point St', 'San Francisco, CA 94109']}",Gary Danko,+14157492060,$$$$,4.5,5523,[],https://www.yelp.com/biz/gary-danko-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
causwells-san-francisco-5,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 37.8001342713833, 'longitude': -122.441983893514}",(415) 447-6081,4402.702661060376,DL-2iaugPoULjvZ6pyNRAQ,https://s3-media1.fl.yelpcdn.com/bphoto/TVoM-20ZGYrdFou2SqcuiQ/o.jpg,False,"{'address1': '2346 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2346 Chestnut St', 'San Francisco, CA 94123']}",Causwells,+14154476081,$$,4.0,753,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/causwells-san-francisco-5?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
kokkari-estiatorio-san-francisco,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 37.796996, 'longitude': -122.399661}",(415) 981-0983,5153.879756630951,PsY5DMHxa5iNX_nX0T-qPA,https://s3-media2.fl.yelpcdn.com/bphoto/7StMTfE2srlcIu2opeTb3g/o.jpg,False,"{'address1': '200 Jackson St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['200 Jackson St', 'San Francisco, CA 94111']}",Kokkari Estiatorio,+14159810983,$$$,4.5,4523,['delivery'],https://www.yelp.com/biz/kokkari-estiatorio-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
bonita-taqueria-y-rotisserie-san-francisco-3,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 37.76439, 'longitude': -122.4334}",,458.42282380585215,pPzSZ_E9KUl625SeNRFrXQ,https://s3-media1.fl.yelpcdn.com/bphoto/Q6uiZ9KdhdPK5OifgBERUQ/o.jpg,False,"{'address1': '3600 16th St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3600 16th St', 'San Francisco, CA 94114']}",Bonita Taqueria Y Rotisserie,,,4.5,16,"['pickup', 'delivery']",https://www.yelp.com/biz/bonita-taqueria-y-rotisserie-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
loló-san-francisco-4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 37.7573462, 'longitude': -122.4214034}",(415) 643-5656,1380.24804973913,1hMD7RQogPDWpE-p3LKjXA,https://s3-media1.fl.yelpcdn.com/bphoto/-_hqewRYasro3NpC-v4Fug/o.jpg,False,"{'address1': '974 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['974 Valencia St', 'San Francisco, CA 94110']}",Loló,+14156435656,$$,4.0,2196,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/lol%C3%B3-san-francisco-4?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
blackwood-san-francisco-3,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 37.800591, 'longitude': -122.438832}",(415) 931-9663,4418.474572931308,UGKNNQ6bjL-ZttHSdZISfA,https://s3-media3.fl.yelpcdn.com/bphoto/Vjw66J0_vVHmjLTUYq3Uog/o.jpg,False,"{'address1': '2150 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2150 Chestnut St', 'San Francisco, CA 94123']}",Blackwood,+14159319663,$$,4.0,1625,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/blackwood-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
sweet-maple-san-francisco,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 37.785735681426, 'longitude': -122.43507770852}",(415) 655-9169,2764.2882648857435,-DrR38H1Abk0wCyu9XOLug,https://s3-media4.fl.yelpcdn.com/bphoto/rNkGdgZzwlcO4k0sVGdOCA/o.jpg,False,"{'address1': '2101 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2101 Sutter St', 'San Francisco, CA 94115']}",Sweet Maple,+14156559169,$$,4.0,3671,"['pickup', 'delivery']",https://www.yelp.com/biz/sweet-maple-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
cracked-and-battered-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 37.76266, 'longitude': -122.39719}",(415) 926-8645,3444.784701280227,O1sRAas2IZQKYVSNZeBagQ,https://s3-media2.fl.yelpcdn.com/bphoto/yD4wbjvAS8G0yxnQ-C-JKA/o.jpg,False,"{'address1': '1434 18th St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['1434 18th St', 'San Francisco, CA 94107']}",Cracked & Battered,+14159268645,$$,4.5,706,"['pickup', 'delivery']",https://www.yelp.com/biz/cracked-and-battered-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
tadu-ethiopian-kitchen-san-francisco-7,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]","{'latitude': 37.773497320774, 'longitude': -122.391527131952}",(415) 655-9344,4198.24822788222,yjk8RMe_sNFpkLCsKKuCvw,https://s3-media4.fl.yelpcdn.com/bphoto/RgIlnmz3VAo3nznAL_0tyQ/o.jpg,False,"{'address1': '1120-30 4th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['1120-30 4th St', 'San Francisco, CA 94158']}",Tadu Ethiopian Kitchen,+14156559344,$$,4.5,250,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/tadu-ethiopian-kitchen-san-francisco-7?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
chicken-as-cluck-san-francisco,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'catering', 'title': 'Caterers'}]","{'latitude': 37.750541, 'longitude': -122.395028}",(415) 670-0428,3828.195824416879,lgD2BDiMtW3UhM6rk3IUNw,https://s3-media2.fl.yelpcdn.com/bphoto/lzHGEUlhlRCxWJD7LacVEg/o.jpg,False,"{'address1': '1760 Cesar Chavez St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['1760 Cesar Chavez St', 'San Francisco, CA 94124']}",Chicken as Cluck,+14156700428,$$,4.0,67,"['pickup', 'delivery']",https://www.yelp.com/biz/chicken-as-cluck-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
limón-rotisserie-san-francisco-3,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 37.7570514, 'longitude': -122.416461}",(415) 821-2134,1808.3298970637697,r7RwvYMwxDuK3u26fHbYDA,https://s3-media4.fl.yelpcdn.com/bphoto/wvbMWakjpf0c-0QeucFl9Q/o.jpg,False,"{'address1': '1001 S Van Ness Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['1001 S Van Ness Ave', 'San Francisco, CA 94110']}",Limón Rotisserie,+14158212134,$$,4.0,3197,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/lim%C3%B3n-rotisserie-san-francisco-3?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
cafe-de-casa-san-francisco-4,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 37.76236, 'longitude': -122.43471}",,215.2119630085956,IlkvuSkI1LF5y-Q3jpWrWQ,https://s3-media3.fl.yelpcdn.com/bphoto/1NxXWq9qdY1moLVYcfuIeA/o.jpg,False,"{'address1': '3985 17th St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['3985 17th St', 'San Francisco, CA 94114']}",Cafe De Casa,,,5.0,19,"['pickup', 'delivery']",https://www.yelp.com/biz/cafe-de-casa-san-francisco-4?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
zazie-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}]","{'latitude': 37.765244, 'longitude': -122.4501138}",(415) 564-5332,1294.8624343961546,gqVl3RprESEqkIPeJH0yOg,https://s3-media3.fl.yelpcdn.com/bphoto/uuRvEU-cqPk-XlDbFAQjKg/o.jpg,False,"{'address1': '941 Cole St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['941 Cole St', 'San Francisco, CA 94117']}",Zazie,+14155645332,$$,4.0,4388,['delivery'],https://www.yelp.com/biz/zazie-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
rustys-southern-san-francisco,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 37.7844, 'longitude': -122.41855}",(415) 638-6974,3039.0131663781394,wZv5s1J3xmUkO-x9b8_-yQ,https://s3-media2.fl.yelpcdn.com/bphoto/QyRA7KSptR_rZpJ5ommR7g/o.jpg,False,"{'address1': '750 Ellis St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['750 Ellis St', 'San Francisco, CA 94109']}",Rusty's Southern,+14156386974,$$,4.5,1020,"['delivery', 'restaurant_reservation']",https://www.yelp.com/biz/rustys-southern-san-francisco?adjust_creative=0twhNDc137DaRrS6pAPpog&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0twhNDc137DaRrS6pAPpog
